noun,human,verb,verb_frequency,verb_category,animate_no_context,inanimate_no_context,animate_context,inanimate_context,experimental,prompt_id,prompt_type
ship,president,trotted,HIGH-MID,physical,The president started to,The ship started to,The president trotted and started to,The ship fell and started to,The ship trotted and started to,1,VERB
collage,collector,conceded,HIGH-MID,psychological,The collector began to,The collage began to,The collector conceded and began to,The collage fell and began to,The collage conceded and began to,0,VERB
ion,mediator,watched,HIGH,physical,The mediator began to,The ion began to,The mediator watched and began to,The ion fell and began to,The ion watched and began to,0,VERB
van,representative,recovered,HIGH-MID,physical,The representative started to,The van started to,The representative recovered and started to,The van fell and started to,The van recovered and started to,1,VERB
basket,chef,shaved,HIGH,physical,The chef was very,The basket was very,The chef shaved and was very,The basket fell and was very,The basket shaved and was very,2,ADJ
buckle,hunter,smiled,HIGH,physical,The hunter began to,The buckle began to,The hunter smiled and began to,The buckle fell and began to,The buckle smiled and began to,0,VERB
football,child,wondered,HIGH,psychological,The child started to,The football started to,The child wondered and started to,The football fell and started to,The football wondered and started to,1,VERB
collage,psychologist,drank,HIGH,physical,The psychologist started to,The collage started to,The psychologist drank and started to,The collage fell and started to,The collage drank and started to,1,VERB
overcoat,priest,swam,MID,physical,The priest was very,The overcoat was very,The priest swam and was very,The overcoat fell and was very,The overcoat swam and was very,2,ADJ
keg,teacher,hissed,HIGH-MID,physical,The teacher started to,The keg started to,The teacher hissed and started to,The keg fell and started to,The keg hissed and started to,1,VERB
scissors,baker,interrupted,HIGH-MID,psychological,The baker began to,The scissors began to,The baker interrupted and began to,The scissors fell and began to,The scissors interrupted and began to,0,VERB
shirt,teenager,sobbed,HIGH,physical,The teenager began to,The shirt began to,The teenager sobbed and began to,The shirt fell and began to,The shirt sobbed and began to,0,VERB
instrument,chef,struggled,HIGH-MID,psychological,The chef began to,The instrument began to,The chef struggled and began to,The instrument fell and began to,The instrument struggled and began to,0,VERB
pot,coach,shrieked,HIGH-MID,physical,The coach began to,The pot began to,The coach shrieked and began to,The pot fell and began to,The pot shrieked and began to,0,VERB
prune,clerk,dined,HIGH,physical,The clerk became very,The prune became very,The clerk dined and became very,The prune fell and became very,The prune dined and became very,3,ADJ
coffin,fisher,snorted,HIGH,physical,The fisher started to,The coffin started to,The fisher snorted and started to,The coffin fell and started to,The coffin snorted and started to,1,VERB
seed,grandchild,volunteered,HIGH,psychological,The grandchild started to,The seed started to,The grandchild volunteered and started to,The seed fell and started to,The seed volunteered and started to,1,VERB
chocolate,detective,bowed,HIGH-MID,physical,The detective started to,The chocolate started to,The detective bowed and started to,The chocolate fell and started to,The chocolate bowed and started to,1,VERB
hammer,administrator,breathed,HIGH,physical,The administrator started to,The hammer started to,The administrator breathed and started to,The hammer fell and started to,The hammer breathed and started to,1,VERB
plane,student,paid,HIGH-MID,psychological,The student started to,The plane started to,The student paid and started to,The plane fell and started to,The plane paid and started to,1,VERB
telescope,owner,scowled,HIGH,psychological,The owner became very,The telescope became very,The owner scowled and became very,The telescope fell and became very,The telescope scowled and became very,3,ADJ
propeller,host,waited,HIGH,psychological,The host was very,The propeller was very,The host waited and was very,The propeller fell and was very,The propeller waited and was very,2,ADJ
branch,manager,shouted,HIGH,physical,The manager was very,The branch was very,The manager shouted and was very,The branch fell and was very,The branch shouted and was very,2,ADJ
tray,associate,evacuated,HIGH-MID,psychological,The associate became very,The tray became very,The associate evacuated and became very,The tray fell and became very,The tray evacuated and became very,3,ADJ
camera,man,waited,HIGH,psychological,The man was very,The camera was very,The man waited and was very,The camera fell and was very,The camera waited and was very,2,ADJ
thorn,minister,chuckled,HIGH,physical,The minister started to,The thorn started to,The minister chuckled and started to,The thorn fell and started to,The thorn chuckled and started to,1,VERB
appliance,nurse,rushed,HIGH-MID,psychological,The nurse began to,The appliance began to,The nurse rushed and began to,The appliance fell and began to,The appliance rushed and began to,0,VERB
needle,lawyer,enquired,HIGH,psychological,The lawyer began to,The needle began to,The lawyer enquired and began to,The needle fell and began to,The needle enquired and began to,0,VERB
dart,painter,grimaced,HIGH,physical,The painter began to,The dart began to,The painter grimaced and began to,The dart fell and began to,The dart grimaced and began to,0,VERB
trumpet,uncle,squinted,HIGH,physical,The uncle became very,The trumpet became very,The uncle squinted and became very,The trumpet fell and became very,The trumpet squinted and became very,3,ADJ
broom,hunter,obeyed,HIGH-MID,psychological,The hunter was very,The broom was very,The hunter obeyed and was very,The broom fell and was very,The broom obeyed and was very,2,ADJ
barrel,barber,answered,HIGH,psychological,The barber began to,The barrel began to,The barber answered and began to,The barrel fell and began to,The barrel answered and began to,0,VERB
satchel,father,grinned,HIGH,physical,The father started to,The satchel started to,The father grinned and started to,The satchel fell and started to,The satchel grinned and started to,1,VERB
glass,representative,prayed,HIGH,psychological,The representative became very,The glass became very,The representative prayed and became very,The glass fell and became very,The glass prayed and became very,3,ADJ
button,designer,retorted,HIGH,psychological,The designer was very,The button was very,The designer retorted and was very,The button fell and was very,The button retorted and was very,2,ADJ
pants,mediator,insisted,HIGH-MID,psychological,The mediator started to,The pants started to,The mediator insisted and started to,The pants fell and started to,The pants insisted and started to,1,VERB
stick,nephew,snored,HIGH,physical,The nephew started to,The stick started to,The nephew snored and started to,The stick fell and started to,The stick snored and started to,1,VERB
umbrella,driver,fumbled,HIGH,physical,The driver started to,The umbrella started to,The driver fumbled and started to,The umbrella fell and started to,The umbrella fumbled and started to,1,VERB
pearl,granddaughter,complained,HIGH,psychological,The granddaughter started to,The pearl started to,The granddaughter complained and started to,The pearl fell and started to,The pearl complained and started to,1,VERB
aircraft,mediator,barked,MID,physical,The mediator began to,The aircraft began to,The mediator barked and began to,The aircraft fell and began to,The aircraft barked and began to,0,VERB
skull,person,muttered,HIGH,physical,The person was very,The skull was very,The person muttered and was very,The skull fell and was very,The skull muttered and was very,2,ADJ
