noun,human,verb,verb_frequency,verb_category,animate_no_context,inanimate_no_context,animate_context,inanimate_context,experimental,prompt_id,prompt_type
dart,girl,grieved,HIGH,psychological,The girl started to,The dart started to,"After it grieved, the girl started to","After it fell, the dart started to","After it grieved, the dart started to",1,VERB
cart,child,hurried,HIGH,psychological,The child started to,The cart started to,"After it hurried, the child started to","After it fell, the cart started to","After it hurried, the cart started to",1,VERB
banner,person,grieved,HIGH,psychological,The person was very,The banner was very,"After it grieved, the person was very","After it fell, the banner was very","After it grieved, the banner was very",2,ADJ
coat,girl,interrupted,HIGH-MID,psychological,The girl began to,The coat began to,"After it interrupted, the girl began to","After it fell, the coat began to","After it interrupted, the coat began to",0,VERB
collar,woman,consented,HIGH-MID,psychological,The woman became very,The collar became very,"After it consented, the woman became very","After it fell, the collar became very","After it consented, the collar became very",3,ADJ
mattress,woman,flushed,HIGH-MID,physical,The woman was very,The mattress was very,"After it flushed, the woman was very","After it fell, the mattress was very","After it flushed, the mattress was very",2,ADJ
plate,man,grinned,HIGH,physical,The man began to,The plate began to,"After it grinned, the man began to","After it fell, the plate began to","After it grinned, the plate began to",0,VERB
cocktail,man,glared,HIGH,physical,The man was very,The cocktail was very,"After it glared, the man was very","After it fell, the cocktail was very","After it glared, the cocktail was very",2,ADJ
scroll,child,practised,HIGH-MID,psychological,The child began to,The scroll began to,"After it practised, the child began to","After it fell, the scroll began to","After it practised, the scroll began to",0,VERB
cake,person,retired,HIGH,psychological,The person became very,The cake became very,"After it retired, the person became very","After it fell, the cake became very","After it retired, the cake became very",3,ADJ
appliance,girl,recovered,HIGH-MID,physical,The girl started to,The appliance started to,"After it recovered, the girl started to","After it fell, the appliance started to","After it recovered, the appliance started to",1,VERB
hammer,man,hastened,HIGH-MID,psychological,The man began to,The hammer began to,"After it hastened, the man began to","After it fell, the hammer began to","After it hastened, the hammer began to",0,VERB
dress,girl,frowned,HIGH,physical,The girl became very,The dress became very,"After it frowned, the girl became very","After it fell, the dress became very","After it frowned, the dress became very",3,ADJ
lamp,boy,chanted,HIGH,psychological,The boy was very,The lamp was very,"After it chanted, the boy was very","After it fell, the lamp was very","After it chanted, the lamp was very",2,ADJ
propeller,person,stepped,HIGH,physical,The person started to,The propeller started to,"After it stepped, the person started to","After it fell, the propeller started to","After it stepped, the propeller started to",1,VERB
newspaper,boy,bathed,HIGH-MID,physical,The boy began to,The newspaper began to,"After it bathed, the boy began to","After it fell, the newspaper began to","After it bathed, the newspaper began to",0,VERB
machine,girl,jogged,HIGH-MID,physical,The girl began to,The machine began to,"After it jogged, the girl began to","After it fell, the machine began to","After it jogged, the machine began to",0,VERB
bouquet,child,waved,HIGH,physical,The child was very,The bouquet was very,"After it waved, the child was very","After it fell, the bouquet was very","After it waved, the bouquet was very",2,ADJ
telephone,girl,read,HIGH,psychological,The girl was very,The telephone was very,"After it read, the girl was very","After it fell, the telephone was very","After it read, the telephone was very",2,ADJ
meteorite,man,shrieked,HIGH-MID,physical,The man began to,The meteorite began to,"After it shrieked, the man began to","After it fell, the meteorite began to","After it shrieked, the meteorite began to",0,VERB
engine,person,moaned,HIGH,psychological,The person began to,The engine began to,"After it moaned, the person began to","After it fell, the engine began to","After it moaned, the engine began to",0,VERB
bracelet,person,dozed,HIGH,physical,The person started to,The bracelet started to,"After it dozed, the person started to","After it fell, the bracelet started to","After it dozed, the bracelet started to",1,VERB
pot,boy,pissed,HIGH,physical,The boy became very,The pot became very,"After it pissed, the boy became very","After it fell, the pot became very","After it pissed, the pot became very",3,ADJ
hairpin,child,panicked,HIGH,psychological,The child was very,The hairpin was very,"After it panicked, the child was very","After it fell, the hairpin was very","After it panicked, the hairpin was very",2,ADJ
propeller,man,interrupted,HIGH-MID,psychological,The man became very,The propeller became very,"After it interrupted, the man became very","After it fell, the propeller became very","After it interrupted, the propeller became very",3,ADJ
rifle,woman,wailed,HIGH,physical,The woman became very,The rifle became very,"After it wailed, the woman became very","After it fell, the rifle became very","After it wailed, the rifle became very",3,ADJ
stone,woman,sang,HIGH-MID,physical,The woman started to,The stone started to,"After it sang, the woman started to","After it fell, the stone started to","After it sang, the stone started to",1,VERB
napkin,girl,applauded,HIGH-MID,psychological,The girl began to,The napkin began to,"After it applauded, the girl began to","After it fell, the napkin began to","After it applauded, the napkin began to",0,VERB
button,man,howled,MID,physical,The man became very,The button became very,"After it howled, the man became very","After it fell, the button became very","After it howled, the button became very",3,ADJ
magazine,boy,gasped,HIGH,physical,The boy became very,The magazine became very,"After it gasped, the boy became very","After it fell, the magazine became very","After it gasped, the magazine became very",3,ADJ
thread,person,gazed,HIGH,physical,The person became very,The thread became very,"After it gazed, the person became very","After it fell, the thread became very","After it gazed, the thread became very",3,ADJ
moccasin,woman,shouted,HIGH,physical,The woman began to,The moccasin began to,"After it shouted, the woman began to","After it fell, the moccasin began to","After it shouted, the moccasin began to",0,VERB
key,boy,limped,HIGH-MID,physical,The boy started to,The key started to,"After it limped, the boy started to","After it fell, the key started to","After it limped, the key started to",1,VERB
